"file","where","notes","vietnamese","english"
"destinations.json","A12 nha-tho-toc-tran / quiz[2].options[2]","","8:00 - 18:00","8:00 - 18:00"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / name","","Nhà thờ tộc Nguyễn Tường","Nguyen Tuong Family Chapel"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / address","","8/2 Nguyễn Thị Minh Khai","8/2 Nguyễn Thị Minh Khai"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / hours","","8:00 - 21:00","8:00 - 21:00"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / description","","Nằm tại số 8/2 đường Nguyễn Thị Minh Khai, Hội An, nhà thờ tộc Nguyễn Tường được khởi dựng năm 1806, vốn là tư dinh của cụ Nguyễn Tường Vân, làm quan dưới thời Gia Long triều Nguyễn, được thăng chức Binh bộ Thượng thư vào năm Minh Mạng thứ nhất (1820).","Ancestral chapel of the Nguyen Tuong clan, a family of mandarins and writers."
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[0].question","easy, AUTO-GENERATED — rewrite","Nhà thờ tộc Nguyễn Tường nằm trên đường nào?","Which street is Nguyen Tuong Family Chapel on?"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[0].options[0]","correct answer","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[0].options[1]","","Trần Phú","Trần Phú"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[0].options[2]","","Nguyễn Thái Học","Nguyễn Thái Học"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[1].question","easy, AUTO-GENERATED — rewrite","Nhà thờ tộc Nguyễn Tường thuộc nhóm điểm đến nào?","Which kind of site is Nguyen Tuong Family Chapel?"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[1].options[0]","","Di tích","Heritage"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[1].options[1]","correct answer","Nhà cổ","Old houses"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[1].options[2]","","Hội quán","Assembly halls"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[2].question","hard, AUTO-GENERATED — rewrite","Giờ mở cửa của Nhà thờ tộc Nguyễn Tường là?","What are the opening hours of Nguyen Tuong Family Chapel?"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[2].options[0]","","7:00 - 22:00","7:00 - 22:00"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[2].options[1]","","8:00 - 18:00","8:00 - 18:00"
"destinations.json","A13 nha-tho-toc-nguyen-tuong / quiz[2].options[2]","correct answer","8:00 - 21:00","8:00 - 21:00"
"destinations.json","A14 nha-co-phung-hung / name","","Nhà cổ Phùng Hưng","Phung Hung Old House"
"destinations.json","A14 nha-co-phung-hung / address","","4 Nguyễn Thị Minh Khai","4 Nguyễn Thị Minh Khai"
"destinations.json","A14 nha-co-phung-hung / hours","","8:00 - 18:00","8:00 - 18:00"
"destinations.json","A14 nha-co-phung-hung / description","","Nhà cổ Phùng Hưng nằm về phía Tây của cầu Nhật Bản khoảng 10m, có địa chỉ số 04 - Nguyễn Thị Minh Khai. Nhà được xây dựng cách đây khoảng hơn 100 năm, là nơi sinh sống của nhiều thế hệ nối tiếp nhau thuộc một gia đình.","A two-storey merchant house blending Vietnamese, Japanese and Chinese carpentry, still lived in by the family."
"destinations.json","A14 nha-co-phung-hung / quiz[0].question","easy, AUTO-GENERATED — rewrite","Nhà cổ Phùng Hưng nằm trên đường nào?","Which street is Phung Hung Old House on?"
"destinations.json","A14 nha-co-phung-hung / quiz[0].options[0]","","Trần Phú","Trần Phú"
"destinations.json","A14 nha-co-phung-hung / quiz[0].options[1]","correct answer","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A14 nha-co-phung-hung / quiz[0].options[2]","","Nguyễn Thái Học","Nguyễn Thái Học"
"destinations.json","A14 nha-co-phung-hung / quiz[1].question","easy, AUTO-GENERATED — rewrite","Nhà cổ Phùng Hưng thuộc nhóm điểm đến nào?","Which kind of site is Phung Hung Old House?"
"destinations.json","A14 nha-co-phung-hung / quiz[1].options[0]","","Di tích","Heritage"
"destinations.json","A14 nha-co-phung-hung / quiz[1].options[1]","","Hội quán","Assembly halls"
"destinations.json","A14 nha-co-phung-hung / quiz[1].options[2]","correct answer","Nhà cổ","Old houses"
"destinations.json","A14 nha-co-phung-hung / quiz[2].question","hard, AUTO-GENERATED — rewrite","Giờ mở cửa của Nhà cổ Phùng Hưng là?","What are the opening hours of Phung Hung Old House?"
"destinations.json","A14 nha-co-phung-hung / quiz[2].options[0]","correct answer","8:00 - 18:00","8:00 - 18:00"
"destinations.json","A14 nha-co-phung-hung / quiz[2].options[1]","","7:00 - 22:00","7:00 - 22:00"
"destinations.json","A14 nha-co-phung-hung / quiz[2].options[2]","","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)"
"destinations.json","A15 nha-co-quan-thang / name","","Nhà cổ Quân Thắng","Quan Thang Ancient House"
"destinations.json","A15 nha-co-quan-thang / address","","77 Trần Phú","77 Trần Phú"
"destinations.json","A15 nha-co-quan-thang / hours","","9:00 - 19:00","9:00 - 19:00"
"destinations.json","A15 nha-co-quan-thang / description","","Nằm ở số 77 đường Trần Phú, thành phố Hội An, nhà cổ Quân Thắng là một trong những ngôi nhà cổ nhất và có kiến trúc độc đáo nhất ở phố cổ Hội An hiện còn được bảo tồn tương đối nguyên vẹn.","A small, finely carved house of Chinese-Fujian style, over 150 years old."
"destinations.json","A15 nha-co-quan-thang / quiz[0].question","easy, AUTO-GENERATED — rewrite","Nhà cổ Quân Thắng nằm trên đường nào?","Which street is Quan Thang Ancient House on?"
"destinations.json","A15 nha-co-quan-thang / quiz[0].options[0]","","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A15 nha-co-quan-thang / quiz[0].options[1]","","Nguyễn Thái Học","Nguyễn Thái Học"
"destinations.json","A15 nha-co-quan-thang / quiz[0].options[2]","correct answer","Trần Phú","Trần Phú"
"destinations.json","A15 nha-co-quan-thang / quiz[1].question","easy, AUTO-GENERATED — rewrite","Nhà cổ Quân Thắng thuộc nhóm điểm đến nào?","Which kind of site is Quan Thang Ancient House?"
"destinations.json","A15 nha-co-quan-thang / quiz[1].options[0]","correct answer","Nhà cổ","Old houses"
"destinations.json","A15 nha-co-quan-thang / quiz[1].options[1]","","Di tích","Heritage"
"destinations.json","A15 nha-co-quan-thang / quiz[1].options[2]","","Hội quán","Assembly halls"
"destinations.json","A15 nha-co-quan-thang / quiz[2].question","hard, AUTO-GENERATED — rewrite","Giờ mở cửa của Nhà cổ Quân Thắng là?","What are the opening hours of Quan Thang Ancient House?"
"destinations.json","A15 nha-co-quan-thang / quiz[2].options[0]","","7:00 - 22:00","7:00 - 22:00"
"destinations.json","A15 nha-co-quan-thang / quiz[2].options[1]","correct answer","9:00 - 19:00","9:00 - 19:00"
"destinations.json","A15 nha-co-quan-thang / quiz[2].options[2]","","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)"
"destinations.json","A16 nha-co-duc-an / name","","Nhà cổ Đức An","Duc An Old House"
"destinations.json","A16 nha-co-duc-an / address","","129 đường Trần Phú, Hội An","129 đường Trần Phú, Hội An"
"destinations.json","A16 nha-co-duc-an / hours","","9:00 - 19:00","9:00 - 19:00"
"destinations.json","A16 nha-co-duc-an / description","","A house that was a bookshop and a meeting point of early 20th-century patriots.","A house that was a bookshop and a meeting point of early 20th-century patriots."
"destinations.json","A16 nha-co-duc-an / quiz[0].question","easy, AUTO-GENERATED — rewrite","Nhà cổ Đức An nằm trên đường nào?","Which street is Duc An Old House on?"
"destinations.json","A16 nha-co-duc-an / quiz[0].options[0]","correct answer","Trần Phú","Trần Phú"
"destinations.json","A16 nha-co-duc-an / quiz[0].options[1]","","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A16 nha-co-duc-an / quiz[0].options[2]","","Nguyễn Thái Học","Nguyễn Thái Học"
"destinations.json","A16 nha-co-duc-an / quiz[1].question","easy, AUTO-GENERATED — rewrite","Nhà cổ Đức An thuộc nhóm điểm đến nào?","Which kind of site is Duc An Old House?"
"destinations.json","A16 nha-co-duc-an / quiz[1].options[0]","","Di tích","Heritage"
"destinations.json","A16 nha-co-duc-an / quiz[1].options[1]","correct answer","Nhà cổ","Old houses"
"destinations.json","A16 nha-co-duc-an / quiz[1].options[2]","","Hội quán","Assembly halls"
"destinations.json","A16 nha-co-duc-an / quiz[2].question","hard, AUTO-GENERATED — rewrite","Giờ mở cửa của Nhà cổ Đức An là?","What are the opening hours of Duc An Old House?"
"destinations.json","A16 nha-co-duc-an / quiz[2].options[0]","","7:00 - 22:00","7:00 - 22:00"
"destinations.json","A16 nha-co-duc-an / quiz[2].options[1]","","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)"
"destinations.json","A16 nha-co-duc-an / quiz[2].options[2]","correct answer","9:00 - 19:00","9:00 - 19:00"
"destinations.json","A17 nha-co-tan-ky / name","","Nhà cổ Tấn Ký","Tan Ky Old House"
"destinations.json","A17 nha-co-tan-ky / address","","101 Nguyễn Thái Học","101 Nguyễn Thái Học"
"destinations.json","A17 nha-co-tan-ky / hours","","8:30 - 18:00","8:30 - 18:00"
"destinations.json","A17 nha-co-tan-ky / description","","Trong hơn 1.000 nhà cổ hiện nay ở Đô thị cổ Hội An, nhà cổ Tấn Ký số 101 đường Nguyễn Thái Học nổi tiếng với du khách gần xa với các giá trị về lịch sử văn hoá, về kiến trúc và cả mỹ thuật điêu khắc gỗ.","A 200-year-old house blending Vietnamese, Japanese and Chinese architecture, recognized as a national heritage site."
"destinations.json","A17 nha-co-tan-ky / quiz[0].question","easy","Nhà cổ Tấn Ký khoảng bao nhiêu năm tuổi?","About how old is the Tan Ky house?"
"destinations.json","A17 nha-co-tan-ky / quiz[0].options[0]","correct answer","Hơn 200 năm","Over 200 years"
"destinations.json","A17 nha-co-tan-ky / quiz[0].options[1]","","Khoảng 50 năm","About 50 years"
"destinations.json","A17 nha-co-tan-ky / quiz[0].options[2]","","Hơn 500 năm","Over 500 years"
"destinations.json","A17 nha-co-tan-ky / quiz[1].question","easy","Kiến trúc nhà cổ Tấn Ký kết hợp những nền văn hóa nào?","Which cultures does its architecture blend?"
"destinations.json","A17 nha-co-tan-ky / quiz[1].options[0]","correct answer","Việt – Nhật – Hoa","Viet – Japanese – Chinese"
"destinations.json","A17 nha-co-tan-ky / quiz[1].options[1]","","Việt – Pháp – Hoa","Viet – French – Chinese"
"destinations.json","A17 nha-co-tan-ky / quiz[1].options[2]","","Nhật – Hoa – Ấn","Japanese – Chinese – Indian"
"destinations.json","A17 nha-co-tan-ky / quiz[2].question","hard","Vì sao nhà có mặt trước ra phố, mặt sau ra sông?","Why does the house face the street in front and the river behind?"
"destinations.json","A17 nha-co-tan-ky / quiz[2].options[0]","correct answer","Để buôn bán và bốc dỡ hàng","For trade and unloading goods"
"destinations.json","A17 nha-co-tan-ky / quiz[2].options[1]","","Để tránh gió bão","To avoid storms"
"destinations.json","A17 nha-co-tan-ky / quiz[2].options[2]","","Theo phong thủy","For feng shui only"
"destinations.json","A18 hoi-quan-quang-trieu / name","","Hội quán Quảng Triệu","Cantonese Assembly Hall"
"destinations.json","A18 hoi-quan-quang-trieu / address","","176 Trần Phú","176 Trần Phú"
"destinations.json","A18 hoi-quan-quang-trieu / hours","","8:00 - 17:00","8:00 - 17:00"
"destinations.json","A18 hoi-quan-quang-trieu / description","","Hội quán Quảng Đông (hay còn gọi là Hội quán Quảng Triệu) nằm tại số 176 đường Trần Phú, Hội An. Công trình được Hoa kiều bang Quảng Đông tại Hội An và các vùng lân cận xây dựng vào năm 1885 làm nơi sinh hoạt cộng đồng và tín ngưỡng.","Also known as the Guangdong hall, famous for its intricate ceramic mosaics and elaborately carved wood and stone columns."
"destinations.json","A18 hoi-quan-quang-trieu / quiz[0].question","easy","Hội quán Quảng Triệu còn được gọi là gì?","What is this hall also called?"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[0].options[0]","correct answer","Hội quán Quảng Đông","Guangdong Hall"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[0].options[1]","","Hội quán Hải Nam","Hainan Hall"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[0].options[2]","","Hội quán Triều Châu","Chaozhou Hall"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[1].question","easy","Nghệ thuật trang trí nổi bật của hội quán là gì?","What decorative art is the hall known for?"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[1].options[0]","correct answer","Ghép sành sứ","Ceramic mosaic"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[1].options[1]","","Sơn mài","Lacquer"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[1].options[2]","","Thêu lụa","Silk embroidery"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[2].question","hard","Vật liệu nào được dùng cho các cột chạm khắc của hội quán?","Which materials form the hall's carved columns?"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[2].options[0]","correct answer","Gỗ và đá","Wood and stone"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[2].options[1]","","Gạch nung","Fired brick"
"destinations.json","A18 hoi-quan-quang-trieu / quiz[2].options[2]","","Kim loại","Metal"
"destinations.json","A19 hoi-quan-phuc-kien / name","","Hội quán Phúc Kiến","Fujian Assembly Hall"
"destinations.json","A19 hoi-quan-phuc-kien / address","","46 Trần Phú","46 Trần Phú"
"destinations.json","A19 hoi-quan-phuc-kien / hours","","7:00 - 18:00","7:00 - 18:00"
"destinations.json","A19 hoi-quan-phuc-kien / description","","Hội quán Phúc Kiến tọa lạc tại số 46 đường Trần Phú, Hội An, trên một khuôn đất cao ráo quay mặt về hướng Nam. Công trình được bà con người Hoa bang Phước Kiến tại Hội An cho xây dựng năm 1757 trên nền một ngôi chùa Việt cổ có tên “Kim Sơn Tự”, dùng cho việc thờ tự các vị thần bảo hộ, các vị tiền hi…","The largest and most ornate assembly hall in Hoi An, dedicated to Thien Hau, protector goddess of seafaring merchants of the Fujian community."
"destinations.json","A19 hoi-quan-phuc-kien / quiz[0].question","easy","Hội quán Phúc Kiến chủ yếu thờ vị thần nào?","Which deity does the hall mainly worship?"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[0].options[0]","correct answer","Thiên Hậu Thánh Mẫu","Goddess Thien Hau"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[0].options[1]","","Quan Công","Quan Cong"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[0].options[2]","","Thần Tài","God of Wealth"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[1].question","easy","Hội quán này của cộng đồng người Hoa gốc nào?","Which Chinese community built this hall?"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[1].options[0]","correct answer","Phúc Kiến","Fujian"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[1].options[1]","","Quảng Đông","Canton"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[1].options[2]","","Hải Nam","Hainan"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[2].question","hard","Thiên Hậu Thánh Mẫu là vị thần bảo hộ cho ai?","Thien Hau is the protector of whom?"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[2].options[0]","correct answer","Thương nhân đi biển","Seafaring merchants"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[2].options[1]","","Nông dân","Farmers"
"destinations.json","A19 hoi-quan-phuc-kien / quiz[2].options[2]","","Học trò","Students"
"destinations.json","A20 hoi-quan-hai-nam / name","","Hội quán Hải Nam","Hainan Assembly Hall"
"destinations.json","A20 hoi-quan-hai-nam / address","","10 Trần Phú","10 Trần Phú"
"destinations.json","A20 hoi-quan-hai-nam / hours","","9:00 - 21:00","9:00 - 21:00"
"destinations.json","A20 hoi-quan-hai-nam / description","","Built by the Hainan community in memory of 108 merchants lost at sea in 1851.","Built by the Hainan community in memory of 108 merchants lost at sea in 1851."
"destinations.json","A20 hoi-quan-hai-nam / quiz[0].question","easy, AUTO-GENERATED — rewrite","Hội quán Hải Nam nằm trên đường nào?","Which street is Hainan Assembly Hall on?"
"destinations.json","A20 hoi-quan-hai-nam / quiz[0].options[0]","","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A20 hoi-quan-hai-nam / quiz[0].options[1]","correct answer","Trần Phú","Trần Phú"
"destinations.json","A20 hoi-quan-hai-nam / quiz[0].options[2]","","Nguyễn Thái Học","Nguyễn Thái Học"
"destinations.json","A20 hoi-quan-hai-nam / quiz[1].question","easy, AUTO-GENERATED — rewrite","Hội quán Hải Nam thuộc nhóm điểm đến nào?","Which kind of site is Hainan Assembly Hall?"
"destinations.json","A20 hoi-quan-hai-nam / quiz[1].options[0]","","Di tích","Heritage"
"destinations.json","A20 hoi-quan-hai-nam / quiz[1].options[1]","","Nhà cổ","Old houses"
"destinations.json","A20 hoi-quan-hai-nam / quiz[1].options[2]","correct answer","Hội quán","Assembly halls"
"destinations.json","A20 hoi-quan-hai-nam / quiz[2].question","hard, AUTO-GENERATED — rewrite","Giờ mở cửa của Hội quán Hải Nam là?","What are the opening hours of Hainan Assembly Hall?"
"destinations.json","A20 hoi-quan-hai-nam / quiz[2].options[0]","correct answer","9:00 - 21:00","9:00 - 21:00"
"destinations.json","A20 hoi-quan-hai-nam / quiz[2].options[1]","","7:00 - 22:00","7:00 - 22:00"
"destinations.json","A20 hoi-quan-hai-nam / quiz[2].options[2]","","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)"
"destinations.json","A21 hoi-quan-trieu-chau / name","","Hội quán Triều Châu","Teochew Assembly Hall"
"destinations.json","A21 hoi-quan-trieu-chau / address","","362 Nguyễn Duy Hiệu","362 Nguyễn Duy Hiệu"
"destinations.json","A21 hoi-quan-trieu-chau / hours","","8:00 - 17:00 (có nghỉ trưa)","8:00 - 17:00 (có nghỉ trưa)"
"destinations.json","A21 hoi-quan-trieu-chau / description","","Chaozhou community hall renowned for its wood carving and porcelain-inlay decoration.","Chaozhou community hall renowned for its wood carving and porcelain-inlay decoration."
"destinations.json","A21 hoi-quan-trieu-chau / quiz[0].question","easy, AUTO-GENERATED — rewrite","Hội quán Triều Châu nằm trên đường nào?","Which street is Teochew Assembly Hall on?"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[0].options[0]","","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[0].options[1]","","Trần Hưng Đạo","Trần Hưng Đạo"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[0].options[2]","correct answer","Nguyễn Duy Hiệu","Nguyễn Duy Hiệu"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[1].question","easy, AUTO-GENERATED — rewrite","Hội quán Triều Châu thuộc nhóm điểm đến nào?","Which kind of site is Teochew Assembly Hall?"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[1].options[0]","correct answer","Hội quán","Assembly halls"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[1].options[1]","","Di tích","Heritage"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[1].options[2]","","Nhà cổ","Old houses"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[2].question","hard, AUTO-GENERATED — rewrite","Giờ mở cửa của Hội quán Triều Châu là?","What are the opening hours of Teochew Assembly Hall?"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[2].options[0]","","7:00 - 22:00","7:00 - 22:00"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[2].options[1]","correct answer","8:00 - 17:00 (có nghỉ trưa)","8:00 - 17:00 (có nghỉ trưa)"
"destinations.json","A21 hoi-quan-trieu-chau / quiz[2].options[2]","","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)","7:00 - 21:00 (trừ Chủ nhật và Thứ hai đóng cửa lúc 18:00)"
"destinations.json","A22 dinh-cam-pho / name","","Đình Cẩm Phô","Cam Pho Communal House"
"destinations.json","A22 dinh-cam-pho / address","","52 Nguyễn Thị Minh Khai","52 Nguyễn Thị Minh Khai"
"destinations.json","A22 dinh-cam-pho / hours","","8:00 - 21:00","8:00 - 21:00"
"destinations.json","A22 dinh-cam-pho / description","","The communal house of Cam Pho village, where the tutelary gods of the old settlement are worshipped.","The communal house of Cam Pho village, where the tutelary gods of the old settlement are worshipped."
"destinations.json","A22 dinh-cam-pho / quiz[0].question","easy, AUTO-GENERATED — rewrite","Đình Cẩm Phô nằm trên đường nào?","Which street is Cam Pho Communal House on?"
"destinations.json","A22 dinh-cam-pho / quiz[0].options[0]","correct answer","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A22 dinh-cam-pho / quiz[0].options[1]","","Trần Phú","Trần Phú"
"destinations.json","A22 dinh-cam-pho / quiz[0].options[2]","","Nguyễn Thái Học","Nguyễn Thái Học"
"destinations.json","A22 dinh-cam-pho / quiz[1].question","easy, AUTO-GENERATED — rewrite","Đình Cẩm Phô thuộc nhóm điểm đến nào?","Which kind of site is Cam Pho Communal House?"
"destinations.json","A22 dinh-cam-pho / quiz[1].options[0]","","Hội quán","Assembly halls"
"destinations.json","A22 dinh-cam-pho / quiz[1].options[1]","correct answer","Di tích","Heritage"
"destinations.json","A22 dinh-cam-pho / quiz[1].options[2]","","Nhà cổ","Old houses"
"destinations.json","A22 dinh-cam-pho / quiz[2].question","hard, AUTO-GENERATED — rewrite","Giờ mở cửa của Đình Cẩm Phô là?","What are the opening hours of Cam Pho Communal House?"
"destinations.json","A22 dinh-cam-pho / quiz[2].options[0]","","7:00 - 22:00","7:00 - 22:00"
"destinations.json","A22 dinh-cam-pho / quiz[2].options[1]","","8:00 - 18:00","8:00 - 18:00"
"destinations.json","A22 dinh-cam-pho / quiz[2].options[2]","correct answer","8:00 - 21:00","8:00 - 21:00"
"destinations.json","A23 tuy-tien-duong-minh-huong / name","","Tụy Tiên Đường Minh Hương","Minh Huong Communal House"
"destinations.json","A23 tuy-tien-duong-minh-huong / address","","14 Trần Phú","14 Trần Phú"
"destinations.json","A23 tuy-tien-duong-minh-huong / hours","","Liên hệ ban tổ chức","Check with organisers"
"destinations.json","A23 tuy-tien-duong-minh-huong / description","","Minh Hương Tụy Tiên Đường nằm ở số 14 đường Trần Phú - Hội An, còn gọi là Đình tiền hiền Minh Hương, là công trình kiến trúc tín ngưỡng do người Minh Hương dựng nên để thờ cúng các bậc tiền hiền khai lập làng Minh Hương, một trong những làng cổ ở Hội An gắn với quá trình di cư của cộng đồng người Ho…","Worship house of the Minh Huong community — Chinese settlers who became Vietnamese citizens."
"destinations.json","A23 tuy-tien-duong-minh-huong / quiz[0].question","easy, AUTO-GENERATED — rewrite","Tụy Tiên Đường Minh Hương nằm trên đường nào?","Which street is Minh Huong Communal House on?"
"destinations.json","A23 tuy-tien-duong-minh-huong / quiz[0].options[0]","","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A23 tuy-tien-duong-minh-huong / quiz[0].options[1]","correct answer","Trần Phú","Trần Phú"
"destinations.json","A23 tuy-tien-duong-minh-huong / quiz[0].options[2]","","Nguyễn Thái Học","Nguyễn Thái Học"
"destinations.json","A23 tuy-tien-duong-minh-huong / quiz[1].question","easy, AUTO-GENERATED — rewrite","Tụy Tiên Đường Minh Hương thuộc nhóm điểm đến nào?","Which kind of site is Minh Huong Communal House?"
"destinations.json","A23 tuy-tien-duong-minh-huong / quiz[1].options[0]","","Hội quán","Assembly halls"
"destinations.json","A23 tuy-tien-duong-minh-huong / quiz[1].options[1]","","Nhà cổ","Old houses"
"destinations.json","A23 tuy-tien-duong-minh-huong / quiz[1].options[2]","correct answer","Di tích","Heritage"
"destinations.json","A24 dinh-hoi-an / name","","Đình Hội An","Hoi An Communal House"
"destinations.json","A24 dinh-hoi-an / address","","Trên đường Lê Lợi","Trên đường Lê Lợi"
"destinations.json","A24 dinh-hoi-an / hours","","Liên hệ ban tổ chức","Check with organisers"
"destinations.json","A24 dinh-hoi-an / description","","Communal house on Le Loi street, a village worship site inside the old town.","Communal house on Le Loi street, a village worship site inside the old town."
"destinations.json","A24 dinh-hoi-an / quiz[0].question","easy, AUTO-GENERATED — rewrite","Đình Hội An nằm trên đường nào?","Which street is Hoi An Communal House on?"
"destinations.json","A24 dinh-hoi-an / quiz[0].options[0]","","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A24 dinh-hoi-an / quiz[0].options[1]","","Trần Hưng Đạo","Trần Hưng Đạo"
"destinations.json","A24 dinh-hoi-an / quiz[0].options[2]","correct answer","Lê Lợi","Lê Lợi"
"destinations.json","A24 dinh-hoi-an / quiz[1].question","easy, AUTO-GENERATED — rewrite","Đình Hội An thuộc nhóm điểm đến nào?","Which kind of site is Hoi An Communal House?"
"destinations.json","A24 dinh-hoi-an / quiz[1].options[0]","correct answer","Di tích","Heritage"
"destinations.json","A24 dinh-hoi-an / quiz[1].options[1]","","Hội quán","Assembly halls"
"destinations.json","A24 dinh-hoi-an / quiz[1].options[2]","","Nhà cổ","Old houses"
"destinations.json","A25 trinh-nghe-xi-ma / name","","Điểm tham quan trình nghề Xí Mà","Xi Ma Craft Demonstration"
"destinations.json","A25 trinh-nghe-xi-ma / address","","45/17 đường Trần Hưng Đạo","45/17 đường Trần Hưng Đạo"
"destinations.json","A25 trinh-nghe-xi-ma / hours","","Liên hệ ban tổ chức","Check with organisers"
"destinations.json","A25 trinh-nghe-xi-ma / description","","Live demonstration of xi ma — the black sesame sweet soup that is a Hoi An street-food institution.","Live demonstration of xi ma — the black sesame sweet soup that is a Hoi An street-food institution."
"destinations.json","A25 trinh-nghe-xi-ma / quiz[0].question","easy, AUTO-GENERATED — rewrite","Điểm tham quan trình nghề Xí Mà nằm trên đường nào?","Which street is Xi Ma Craft Demonstration on?"
"destinations.json","A25 trinh-nghe-xi-ma / quiz[0].options[0]","correct answer","Trần Hưng Đạo","Trần Hưng Đạo"
"destinations.json","A25 trinh-nghe-xi-ma / quiz[0].options[1]","","Nguyễn Thị Minh Khai","Nguyễn Thị Minh Khai"
"destinations.json","A25 trinh-nghe-xi-ma / quiz[0].options[2]","","Nguyễn Thái Học","Nguyễn Thái Học"
"destinations.json","A25 trinh-nghe-xi-ma / quiz[1].question","easy, AUTO-GENERATED — rewrite","Điểm tham quan trình nghề Xí Mà thuộc nhóm điểm đến nào?","Which kind of site is Xi Ma Craft Demonstration?"
"destinations.json","A25 trinh-nghe-xi-ma / quiz[1].options[0]","","Di tích","Heritage"
"destinations.json","A25 trinh-nghe-xi-ma / quiz[1].options[1]","correct answer","Trải nghiệm","Experiences"
"destinations.json","A25 trinh-nghe-xi-ma / quiz[1].options[2]","","Hội quán","Assembly halls"
"tours.json","nha-co-va-nghe-xua / title","","Nhà cổ & nghề xưa","Old houses & old trades"
"tours.json","nha-co-va-nghe-xua / theme","","Nguyễn Tường → Miếu Quan Công","Nguyen Tuong chapel → Quan Cong temple"
